label_id,matched_wording,product_type,product_construction,product_material,product_treatment,product_type_status,review_status,reviewed_by,review_note
gold-ceb9e80df8c7b6ee,Canvas,Canvas,,Canvas; Fabric,,accepted,reviewed,Codex independent catalog reviewer,Layered fabric follows artwork identity without explicit attachment or physical component relationship; cannot infer Attachment treatment. Preserve other independently reviewed attributes.
gold-ceccb927b8739dea,Framed Glass Shadowbox,Framed Glass Shadowbox,Layered,Glass,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-cf266790eddbd591,Block,Block,Shaped,MDF,Screenprint,accepted,reviewed,Codex independent construction gold reviewer,"Physical source wording; dimensions, licensor, property, color and artwork excluded."
gold-cf61f5c0c0a1e8ba,Canvas,Canvas,Frame,Canvas,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-cf877dd562e7fb4e,Framed Print,Framed Print,Framed,MDF,Gel Coat,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-cfb801ad007919b3,Frame,Frame,Floating Frame,Faux Leather,Screenprint,accepted,reviewed,Codex independent frame-print gold reviewer,Source names a frame; printing can be only its surface process or included component.
gold-cfff65cc04040e72,Floating Character Box,Floating Character Box,Floating,MDF,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned. Source class correction: explicit Oxford means Fabric; floating character physical form and floating frame vocabulary retained.
gold-d05529e5d6e3bd22,Hard Storage Box,Hard Storage Box,,Greyboard,Foil; Glitter; Glow in the Dark,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-d10766ade3099c34,Wall Scroll,Wall Scroll,Linen-Weave,,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-d150e40d35ec0a55,Tile,Tile,,Ceramic,,accepted,reviewed,Codex evaluation agent independent full source review,Explicit source product wording; assortment/sample words do not erase product evidence.
gold-d153993f9e6c611f,Glass Art,Glass Art,,Glass,Foil,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-d1ef96ac294de4c6,Canvas,Canvas,,Canvas,Crystal Gravel; High Gloss,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-d22048033befbf13,Lap Desk,Lap Desk,,Plastic,,accepted,reviewed,Codex evaluation agent independent source review,Source wording independently inspected; product nouns explicit; artwork/size/color excluded; only stated materials and treatments retained.
gold-d23ed2fd2c5f42d5,Plaque,Plaque,,MDF; Paper,Metallic,accepted,reviewed,Codex primary implementer,Source physical-wording and suffix-attribute groups independently inspected. Artwork nouns and material-looking substrings excluded; no MG codes or reader predictions.
gold-d25cc2483ee6b070,Hard Storage Box,Hard Storage Box,Die-Cut; Flip-Top,Greyboard,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-d2fee72e634ea9fa,Storage Chest,Storage Chest,Flat-Domed,Greyboard,,accepted,reviewed,Codex independent mixed-product gold reviewer,Same named physical product across assortment; variable finish omitted.
gold-d3033927d1a6d977,Framed Print,Framed Print,Framed,PU,Metallic,accepted,reviewed,Codex independent catalog reviewer,Physical wording and modifiers independently reviewed against source
gold-d30d8d590d1768cc,Mat,Mat,,Coir,Debossed; Glitter,accepted,reviewed,Codex primary implementer,Independent source wording group review and complete atypical attribute suffix review; no reader predictions. Mat placement never inferred; poly alone does not establish a specific polymer.
gold-d3e71c28b8d098a7,Clock,Clock,,Metal,,accepted,reviewed,Codex evaluation agent independent full source review,Explicit source product wording; assortment/sample words do not erase product evidence.
gold-d486feaf172d4426,Tapestry,Tapestry,Hanging; Woven,,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-d4baf6b15e11ee0f,Photo Frame,Photo Frame,,,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-d4dccef936773918,Plaque,Plaque,,Wood,,accepted,reviewed,Codex primary implementer,Source physical-wording and suffix-attribute groups independently inspected. Artwork nouns and material-looking substrings excluded; no MG codes or reader predictions.
gold-d52addb4b945d39d,Print,Print,Boxed,MDF; Paper,Decoupage,accepted,reviewed,Codex primary implementer,Individual source description reviewed; only stated physical nouns and attributes retained; artwork and dimensions ignored.
gold-d5520099e23da119,Photo Frame,Photo Frame,Die-Cut,,Glitter,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-d5d050a88b588e5b,Countdown Clock,Countdown Clock,,MDF,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-d5fa72fe50e9d74a,Tablet Stand,Tablet Stand,,MDF,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-d63bcb06e599fc25,Storage Chest,Storage Chest,Flat-Top,Greyboard,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-d7117de5bdd8219a,Mug,Mug,,Dolomite,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-d74b20b5e2e831c2,Sign,Sign,,Metal,Embossed,accepted,reviewed,Codex primary implementer,Source physical-wording and suffix-attribute groups independently inspected. Artwork nouns and material-looking substrings excluded; no MG codes or reader predictions.
gold-d7a0b815367e96b0,Decorative Bow,Decorative Bow,Dimensional,PE Rattan,,accepted,reviewed,Codex independent catalog reviewer,"Material-only initial segment followed by explicit Dimensional Bow physical head and dimensions. Bow is stated form, Dimensional is stated construction; no prior product head or depiction marker makes this artwork. Preserve independently reviewed material and treatment."
gold-d7a9e02bcbabae3e,Canvas Frame,Canvas Frame,,,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-d7fd3405aa96ca2c,Tapestry,Tapestry,Hanging,Wool,Embroidery,accepted,reviewed,Codex independent material gold reviewer,"Source says wool fabric: one specific wool textile, not a second independent generic fabric material. Same physical clause as 56 existing Wool labels."
gold-d814cf554cbf459a,Wall Art,Wall Art,,,Embroidery,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-d85fefdd1989b578,Desktop Organizer,Desktop Organizer,,MDF,,accepted,reviewed,Codex independent product-type gold reviewer,"Desk or desktop organizer is explicit; stationery use is not. Licensor, property, style name, compartment count, and accessories do not narrow the product type."
gold-d8a290974d3224f1,Plaque,Plaque,,MDF,,accepted,reviewed,Codex primary implementer,Source physical-wording and suffix-attribute groups independently inspected. Artwork nouns and material-looking substrings excluded; no MG codes or reader predictions.
gold-d8e47734bc7c3de3,Wall Shelf,Wall Shelf,Two-Tier,PE Rattan,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-d8ead03897c9096a,Porch Leaner,Porch Leaner,,,LED,accepted,reviewed,Codex evaluation agent independent full source review,Explicit source product wording; assortment/sample words do not erase product evidence.
gold-d9fa059c31108159,Framed Print,Framed Print,Framed,Glass; Linen,,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-da1d2298e6f135d6,Wall Hook,Wall Hook,,MDF,Attachment,accepted,reviewed,Codex independent treatment gold reviewer,Source explicitly names an attached physical ornament/component of the named product.
gold-da3327e79af05ffe,Storage Toy Chest,Storage Toy Chest,,Fabric,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-da68e8368576064e,Frame,Frame,,Greyboard,,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-da97b1481b3539df,Letterboard,Letterboard,,Felt,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-daa238c51dfbfccb,Storage Bin,Storage Bin,Rope,Cotton,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-db05990078360b08,Tray,Tray,,Acrylic,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-db3c2cb2730e82bf,Plush Cube Art,Plush Cube Art,Plush,,,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-dba87b2ea529bde0,Decorative Word,Decorative Word,,MDF; Wire; Wood,,accepted,reviewed,Codex independent material gold reviewer,"Wire word names a physical word made from wire, mounted on the explicitly stated MDF substrate. Wire is a literal material form with unspecified composition; no metal alloy is inferred. Preserve separately stated existing materials and other fields."
gold-dbca131170e1c93b,Mail Organizer,Mail Organizer,With Hooks,MDF,,accepted,reviewed,Codex independent catalog reviewer,Physical Mail Organizer WITH hooks explicitly states component relationship; canonical With Hooks preserves stated meaning consistently with other product-with-hooks constructions. No separate product inference.
gold-dbd2b557c3d41b8e,Sign,Sign,Die-Cut,MDF,,accepted,reviewed,Codex primary implementer,Source physical-wording and suffix-attribute groups independently inspected. Artwork nouns and material-looking substrings excluded; no MG codes or reader predictions.
gold-dc018db486188ff4,Framed Art,Framed Art,Framed,,Foil,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-dc17ffce8d59de16,MDF Box,MDF Box,,MDF,Metallic,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-dc567655a1e99fe1,Framed Glass Shadowbox,Framed Glass Shadowbox,,Glass,Foil,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-dc68bbd374e78835,Plaque,Plaque,,MDF,Attachment,accepted,reviewed,Codex independent treatment gold reviewer,Source explicitly names an attached physical ornament/component of the named product.
gold-dd060b5350f9ed77,Canvas,Canvas,Stretched,Canvas,Glue Embellishment,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-dd224b5816ede974,Canvas,Canvas,,Canvas,Gravel; High Gloss,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed underscore product group; suffix semantic contexts checked; no reader predictions
gold-dd3d1ebdb3111bba,Framed Shadowbox,Framed Shadowbox,Framed,,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-dd703cdf41d702ca,Bank,Bank,Die-Cut,MDF; Plastic,,accepted,reviewed,Codex primary implementer,Individual source description reviewed; only stated physical nouns and attributes retained; artwork and dimensions ignored.
gold-dd9cbca9e366082a,Canvas,Canvas,,Canvas,High Gloss,accepted,reviewed,Codex independent catalog reviewer,Independent source phrase grouping; all156 semantic suffix patterns reviewed with up to3 contexts each; restricted direct modifier syntax; no reader predictions
gold-ddb4b22b179bba68,Hook,Hook,,MDF,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-dea5b88de6f4ab53,Plaque,Plaque,Hanging; Three-Tier,Jute; MDF,,accepted,reviewed,Codex primary implementer,Individual source description reviewed; only stated physical nouns and attributes retained; artwork and dimensions ignored.
gold-ded8a49c22885ce6,Mat,Mat,Shaped,Coir,,accepted,reviewed,Codex primary implementer,Independent source wording group review and complete atypical attribute suffix review; no reader predictions. Mat placement never inferred; poly alone does not establish a specific polymer.
gold-df0c45c4fc487fa9,Photo Frame,Photo Frame,,MDF; Plaster,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-df1a0702fd80a98e,Porch Leaner,Porch Leaner,,,,accepted,reviewed,Codex evaluation agent independent full source review,"Same product with and without LED: common type retained, nonuniform treatment blank."
gold-df66ecacb3bc8352,Art,Art,,MDF,,accepted,reviewed,Codex evaluation agent independent full source review,Explicit source product wording; assortment/sample words do not erase product evidence.
gold-df803cdc78e2664c,Wall Figure,Wall Figure,Molded,,,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-df8d084bc466ace4,Framed Art,Framed Art,Framed; Matted,Glass; Paper,Foil,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-e01c84ba86ef5f4d,Banner,Banner,Fishtail; Hanging,Canvas,,accepted,reviewed,Codex independent material gold reviewer,The explicit product noun is banner; fishtail is its shape and hanging is construction. Canvas is the stated material; nine same-phrase banner rows already use Banner/Hanging/Canvas.
gold-e09f13fb6bd99cda,Framed Print,Framed Print,Framed,MDF,Foil,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-e1333bde164d8583,Frame,Frame,Floating Frame,Faux Leather,,accepted,reviewed,Codex independent frame-print gold reviewer,Fabric or leather in a frame does not explicitly name fabric art.
gold-e1d9267072978219,Plaque,Plaque,Die-Cut; Layered,MDF,,accepted,reviewed,Codex primary implementer,Source physical-wording and suffix-attribute groups independently inspected. Artwork nouns and material-looking substrings excluded; no MG codes or reader predictions.
gold-e1ecec2f82f53e4b,Door Sign,Door Sign,Hanging,MDF,,accepted,reviewed,Codex independent construction gold reviewer,Hanging rope or hanging sign explicitly states physical placement/construction.
gold-e21da497c3e822f3,Photo Frame,Photo Frame,,PVC,,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-e2a7b281298a0288,Framed Print,Framed Print,Framed; Layered,MDF; Metal; Paper,Attachment,accepted,reviewed,Codex independent catalog reviewer,Physical frame WITH paper print AND metal attachment explicitly states an attached component before artwork delimiter; Attachment treatment directly supported. Independent source review also confirms framed construction in the same physical assembly.
gold-e2ab8b811367ecae,Block,Block,Freeform,Ceramic,,accepted,reviewed,Codex independent construction gold reviewer,"Physical source wording; dimensions, licensor, property, color and artwork excluded."
gold-e2b8c7aec35ee6db,File Organizer,File Organizer,Vertical,,,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-e2c6916be2032e1a,Bank,Bank,Die-Cut,Wood,,accepted,reviewed,Codex primary implementer,Individual source description reviewed; only stated physical nouns and attributes retained; artwork and dimensions ignored.
gold-e2ec80c3c2922b00,Glass Art,Glass Art,,Glass,,accepted,reviewed,Codex evaluation agent independent source review,Source wording independently inspected; product nouns explicit; artwork/size/color excluded; only stated materials and treatments retained.
gold-e31eb5eb1190c841,Canvas,Canvas,,Canvas,Foil; Handpaint,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed underscore product group; suffix semantic contexts checked; no reader predictions
gold-e3274081d432d642,Stationery Organizer,Stationery Organizer,,Plastic,,accepted,reviewed,Codex evaluation agent independent full source review,Explicit source product wording; assortment/sample words do not erase product evidence.
gold-e3518e32b43655cf,Storage Hamper,Storage Hamper,Pop-Up,,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-e37ee777b6bf097c,Porch Leaner,Porch Leaner,,MDF,LED,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-e3d7bba8aae5e3aa,Hard Storage Box,Hard Storage Box,Lift-Off,Greyboard,Glitter; Glow in the Dark,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-e4147e37b5f81eb8,Frame,Frame,Molded,MDF,,accepted,reviewed,Codex independent product-type gold reviewer,Source explicitly identifies an MDF frame as the physical product; artwork/scene inside or on it does not make the product Framed Art.
gold-e4966cd3210d8433,Perpetual Calendar with Pencil Cup,Perpetual Calendar with Pencil Cup,,MDF,,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-e4ccdbc632442fd2,Mat,Mat,,Coir; Rubber,,accepted,reviewed,Codex primary implementer,Independent source wording group review and complete atypical attribute suffix review; no reader predictions. Mat placement never inferred; poly alone does not establish a specific polymer.
gold-e505d76825233cf4,Tapestry,Tapestry,,Wood,Embroidery,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-e53a44175a5bf2cb,Sign,Sign,Hanging,Wool,Embroidery,accepted,reviewed,Codex independent material gold reviewer,"Sign is an explicit physical noun directly before the wool-fabric embroidered hanging wall-art modifier clause; same item, not mixed products. Wool fabric names one wool textile. Hanging and embroidery are directly stated."
gold-e5903dd4f8258b96,Photo Frame,Photo Frame,,MDF,Attachment,accepted,reviewed,Codex independent treatment gold reviewer,Source explicitly names an attached physical ornament/component of the named product.
gold-e5a64371967223be,Banner,Banner,Hanging,,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-e5b495099e2ad659,Framed Glass Shadowbox,Framed Glass Shadowbox,Deckled Edge,Glass; Paper,Metallic,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-e63996e2ab92a915,unreadable,,,,,unreadable,reviewed,Codex evaluation agent independent full source review,Only framed assortment and size stated; no product noun identifies the physical item.
gold-e65a030433c6a64d,Pennant,Pennant,,,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-e6d2342e91b6212c,Slat Art,Slat Art,Slatted,Glass,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed explicit physical wording; no inferred wall/tabletop form or material
gold-e7a20ff0da59e3ff,Easel,Easel,,,Dry-Erase,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-e7c580a9c5941c89,Framed Glass Art,Framed Glass Art,Chain; Framed; Hanging,Glass,Stained Glass,accepted,reviewed,Codex independent construction gold reviewer,The framed glass artwork explicitly has a hanging chain for physical placement.
gold-e83fd374f4ebfdb1,Mat,Mat,,Foam; PVC,,accepted,reviewed,Codex primary implementer,Independent source wording group review and complete atypical attribute suffix review; no reader predictions. Mat placement never inferred; poly alone does not establish a specific polymer.
gold-e85ce9dbfb73fa36,Garden Flag,Garden Flag,Die-Cut,,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-e95bef2f1044fa5a,Hanging Organizer,Hanging Organizer,Hanging,Fabric,,accepted,reviewed,Codex independent partition four source reviewer,Hanging multi-shelf organizer stated; closet placement not stated. Remove inferred location.
gold-e9d4d06c09b8ccbe,Framed Canvas,Framed Canvas,Floating Frame,Canvas,Beading,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-e9d8c0d387e01b26,Framed Print,Framed Print,Framed; Layered,MDF,LED,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-ea0d95446204de01,Votive Holder,Votive Holder,,Polyresin,,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-ea279f621f50d66d,Mat,Mat,Die-Cut,TPE,,accepted,reviewed,Codex primary implementer,Independent source wording group review and complete atypical attribute suffix review; no reader predictions. Mat placement never inferred; poly alone does not establish a specific polymer.
gold-ea32bf2555d9166e,Framed Print,Framed Print,Framed; Setback,Paper,,accepted,reviewed,Codex independent product-type gold reviewer,"Frame WITH Printed Linen Paper explicitly identifies a framed printed-paper assembly. Linen paper is Paper, not an inferred linen textile. Artwork after underscore does not establish product."
gold-ea5f85ca10be4252,Light-Up Silhouette,Light-Up Silhouette,,MDF,LED,accepted,reviewed,Codex independent product-type gold reviewer,Logo is licensed artwork; LED-lit silhouette names the physical form.
gold-eb54e21fd5ebb52e,Wall Decal,Wall Decal,,,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-eb81ccc461008b58,Canvas,Canvas,,Canvas; Wire,Attachment,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-ebac6c764d288a2d,Faux Book,Faux Book,,,,accepted,reviewed,Codex evaluation agent independent full source review,Faux book explicitly named; storage function not assumed from commercial context.
gold-ebf80aaf8ec5f823,Plaque,Plaque,,MDF,Gel Coat,accepted,reviewed,Codex primary implementer,Source physical-wording and suffix-attribute groups independently inspected. Artwork nouns and material-looking substrings excluded; no MG codes or reader predictions.
gold-ec4d1dccccd683de,Yarn Art,Yarn Art,,Yarn,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-ecbf178acc1a1ac6,Canvas,Canvas,,Canvas,Crystal Gravel,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed underscore product group; suffix semantic contexts checked; no reader predictions
gold-ed040a7b6b205085,Frame,Frame,,Boucle; Faux Leather; MDF,Textured,accepted,reviewed,Codex independent frame-print gold reviewer,Fabric or leather in a frame does not explicitly name fabric art.
gold-ed4f0b5c99e36579,Framed Canvas,Framed Canvas,Floating Frame,Canvas,Handpaint,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-ed54d6141b115ce0,Kitchen Mat,Kitchen Mat,Anti-Fatigue,PVC,,accepted,reviewed,Codex primary implementer,Independent source wording group review and complete atypical attribute suffix review; no reader predictions. Mat placement never inferred; poly alone does not establish a specific polymer.
gold-ed57cd3096288f34,Countdown Calendar,Countdown Calendar,Block,MDF,,accepted,reviewed,Codex independent partition three source reviewer,"The source explicitly says MDF block countdown calendar; block is the physical construction. The accepted perpetual-calendar peers use Block construction, while the calendar type remains unchanged."
gold-eda490ef715a9097,Canvas,Canvas,,Canvas,Embroidery,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed underscore product group; suffix semantic contexts checked; no reader predictions
gold-edcfc9b2c6ac310e,Candle Holder,Candle Holder,,Resin,,accepted,reviewed,Codex primary implementer,Individual source description reviewed; only stated physical nouns and attributes retained; artwork and dimensions ignored.
gold-ee07335623ff55f9,Canvas,Canvas,,Canvas; Denim,Embroidery,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-ee10918fd2a69026,Framed Canvas,Framed Canvas,Floating Frame,Canvas; Fabric,Attachment,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-ee5c2e8d8d863c8d,Canvas,Canvas,Double-Layer,Canvas; PVC,Glitter,accepted,reviewed,Codex independent catalog reviewer,Independent source phrase grouping; all156 semantic suffix patterns reviewed with up to3 contexts each; restricted direct modifier syntax; no reader predictions
gold-ee8fef7b8ecf0054,Framed Glass Art,Framed Glass Art,Framed,Glass,Dried Flowers,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-eefd0552ce47e18e,Banner,Banner,Framed,Glass; Satin,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-ef00c140b7f055c8,MDF Box,MDF Box,,MDF; Steel,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-ef243aea157b84b6,Hard Storage Box,Hard Storage Box,Lift-Off,Greyboard,Foil,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-ef34829de2bc6fef,Trinket Tray,Trinket Tray,,Ceramic,Foil,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-ef94b585d471f940,Frame,Frame,Floating Frame,,Gel Coat,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-ef95838d7aad7f28,Framed Glass Shadowbox,Framed Glass Shadowbox,Framed,Glass; Paper,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-efcb4c096b170e3e,Storage Cube,Storage Cube,Tapered,Fabric,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-f00ce1b887064c67,Art,Art,Round,,Embroidery,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-f08a9ffa9b7b0e23,Framed Shadowbox,Framed Shadowbox,Framed; Molded,,,accepted,reviewed,Codex independent construction gold reviewer,"Source title explicitly names a physical frame belonging to the shadowbox; artwork, licensor, property, color and size do not determine product type."
gold-f1ce8ac6a2d690ba,Canvas,Canvas,Shaped,Canvas,,accepted,reviewed,Codex independent catalog reviewer,Independent source phrase grouping; all156 semantic suffix patterns reviewed with up to3 contexts each; restricted direct modifier syntax; no reader predictions
gold-f1f8c40d3ece2fd3,Canvas,Canvas,,Canvas,Varnish,accepted,reviewed,Codex independent catalog reviewer,Independent source phrase grouping; all156 semantic suffix patterns reviewed with up to3 contexts each; restricted direct modifier syntax; no reader predictions
gold-f220f0fc1ee4da2e,Pennant,Pennant,,Felt,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-f2c607489adccc28,Birdhouse,Birdhouse,,Plywood,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-f2f10d836a545a4e,Photo Frame,Photo Frame,Die-Cut,,Foil,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-f2f968d9e995e318,Guitar Hook,Guitar Hook,,Wood,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-f316fde940a77e89,Mat,Mat,Shaped,,,accepted,reviewed,Codex primary implementer,Independent source wording group review and complete atypical attribute suffix review; no reader predictions. Mat placement never inferred; poly alone does not establish a specific polymer.
